complemento.valorTotal,dets.nItem,dets.prod.indTot,dets.prod.qCom,dets.prod.uCom,dets.prod.vProd,dets.prod.vUnCom,dets.prod.xProd,emit.cnpj,emit.enderEmit.fone,emit.enderEmit.uf,emit.enderEmit.xBairro,emit.enderEmit.xLgr,emit.enderEmit.xMun,emit.enderEmit.xPais,emit.xFant,ide.dhEmi.$date,ide.natOp,infAdic.infCpl,total.icmsTot.vbc,total.icmsTot.vbcst,total.icmsTot.vcofins,total.icmsTot.vDesc,total.icmsTot.vFrete,total.icmsTot.vicms,total.icmsTot.vicmsDeson,total.icmsTot.vii,total.icmsTot.vipi,total.icmsTot.vnf,total.icmsTot.vOutro,total.icmsTot.vpis,total.icmsTot.vProd,total.icmsTot.vSeg,total.icmsTot.vst,total.icmsTot.vTotTrib,versaoDocumento
"33,44",1,1,"0,422",KG,"28,94","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T12:03:20.000Z,VENDA,Mesa 2,0,0,0,0,0,0,0,0,0,"33,44",0,0,"33,44",0,0,"1,41",1
"33,44",1,1,"0,422",KG,"28,94","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T13:57:32.000Z,VENDA,Mesa 63,0,0,0,0,0,0,0,0,0,"33,44",0,0,"33,44",0,0,"3,32",1
"33,44",1,1,"0,422",KG,"28,94","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T13:30:40.000Z,VENDA,Mesa 78,0,0,0,0,0,0,0,0,0,"33,44",0,0,"33,44",0,0,"3,32",1
"33,44",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T13:57:32.000Z,VENDA,Mesa 63,0,0,0,0,0,0,0,0,0,"33,44",0,0,"33,44",0,0,"3,32",1
"33,44",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T13:30:40.000Z,VENDA,Mesa 78,0,0,0,0,0,0,0,0,0,"33,44",0,0,"33,44",0,0,"3,32",1
"33,44",2,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T12:48:31.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"33,44",0,0,"33,44",0,0,"1,41",1
"33,44",2,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T12:03:20.000Z,VENDA,Mesa 2,0,0,0,0,0,0,0,0,0,"33,44",0,0,"33,44",0,0,"1,41",1
"33,47",1,1,"0,488",KG,"33,47","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T12:47:50.000Z,VENDA,Mesa 26,0,0,0,0,0,0,0,0,0,"33,47",0,0,"33,47",0,0,"1,41",1
"33,5",1,1,1,UN,1,1,CHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T14:11:25.000Z,VENDA,Mesa 94,0,0,0,0,0,0,0,0,0,"33,51",0,0,"33,51",0,0,"1,84",1
"33,5",2,1,"0,474",KG,"32,51","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T14:11:25.000Z,VENDA,Mesa 94,0,0,0,0,0,0,0,0,0,"33,51",0,0,"33,51",0,0,"1,84",1
"33,6",1,1,"0,49",KG,"33,61","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:46:38.000Z,VENDA,Mesa 85,0,0,0,0,0,0,0,0,0,"33,61",0,0,"33,61",0,0,"1,41",1
"33,6",1,1,"0,49",KG,"33,61","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T13:01:42.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"33,61",0,0,"33,61",0,0,"1,41",[Record]
"33,61",1,1,"0,49",KG,"33,61","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T14:36:04.000Z,VENDA,Mesa 82,0,0,0,0,0,0,0,0,0,"33,61",0,0,"33,61",0,0,"1,41",1
"33,61",1,1,"0,49",KG,"33,61","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T12:14:44.000Z,VENDA,Mesa 14,0,0,0,0,0,0,0,0,0,"33,61",0,0,"33,61",0,0,"1,41",[Record]
"33,67",1,1,1,UN,5,5,CERVEJA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T21:56:40.000Z,VENDA,Mesa 81,0,0,0,0,0,0,0,0,0,"33,67",0,0,"33,67",0,0,"3,54",[Record]
"33,67",2,1,"0,418",KG,"28,67","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T21:56:40.000Z,VENDA,Mesa 81,0,0,0,0,0,0,0,0,0,"33,67",0,0,"33,67",0,0,"3,54",[Record]
"33,72",1,1,"0,426",KG,"29,22","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T20:01:44.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"33,72",0,0,"33,72",0,0,"3,33",1
"33,72",2,1,1,UN,"4,5","4,5",CERVEJA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T20:01:44.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"33,72",0,0,"33,72",0,0,"3,33",1
"33,75",1,1,"0,492",KG,"33,75","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T12:49:26.000Z,VENDA,Mesa 18,0,0,0,0,0,0,0,0,0,"33,75",0,0,"33,75",0,0,"1,42",1
"33,75",1,1,"0,492",KG,"33,75","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:40:52.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"33,75",0,0,"33,75",0,0,"1,42",1
"33,82",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T22:00:14.000Z,VENDA,Mesa 96,0,0,0,0,0,0,0,0,0,"26,82",0,0,"33,82",0,0,"3,29",1
"33,82",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:38:25.000Z,VENDA,Mesa 85,0,0,0,0,0,0,0,0,0,"26,82",0,0,"33,82",0,0,"3,29",[Record]
"33,82",2,1,"0,34",KG,"23,32","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-13T22:00:14.000Z,VENDA,Mesa 96,0,0,0,0,0,0,0,0,0,"26,82",0,0,"33,82",0,0,"3,29",1
"33,82",2,1,"0,34",KG,"23,32","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:38:25.000Z,VENDA,Mesa 85,0,0,0,0,0,0,0,0,0,"26,82",0,0,"33,82",0,0,"3,29",[Record]
"33,85",1,1,"0,374",KG,"25,65","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T14:06:50.000Z,VENDA,Mesa 87,0,0,0,0,0,0,0,0,0,"33,85",0,0,"33,85",0,0,"1,42",1
"33,85",2,1,1,UN,"8,2","8,2",BULE CHA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-07T14:06:50.000Z,VENDA,Mesa 87,0,0,0,0,0,0,0,0,0,"33,85",0,0,"33,85",0,0,"1,42",1
"33,86",1,1,"0,428",KG,"29,36","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T13:06:39.000Z,VENDA,Mesa 53,0,0,0,0,0,0,0,0,0,"33,86",0,0,"33,86",0,0,"3,33",1
"33,86",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T13:06:39.000Z,VENDA,Mesa 53,0,0,0,0,0,0,0,0,0,"33,86",0,0,"33,86",0,0,"3,33",1
"33,88",1,1,"0,494",KG,"33,88","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-19T12:35:55.000Z,VENDA,Mesa 8,0,0,0,0,0,0,0,0,0,"33,88",0,0,"33,88",0,0,"1,42",1
"33,89",1,1,"0,422",KG,"28,94","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T14:26:20.000Z,VENDA,Mesa 72,0,0,0,0,0,0,0,0,0,"33,89",0,0,"33,89",0,0,"3,53",[Record]
"33,89",2,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T14:26:20.000Z,VENDA,Mesa 72,0,0,0,0,0,0,0,0,0,"33,89",0,0,"33,89",0,0,"3,53",[Record]
"33,93",1,1,1,UN,8,8,SOBREMESA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T21:46:20.000Z,VENDA,Mesa 67,0,0,0,0,0,0,0,0,0,"33,93",0,0,"33,93",0,0,"4,83",1
"33,93",2,1,"0,378",KG,"25,93","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T21:46:20.000Z,VENDA,Mesa 67,0,0,0,0,0,0,0,0,0,"33,93",0,0,"33,93",0,0,"4,83",1
"33,95",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-21T13:09:11.000Z,VENDA,Mesa 16,0,0,0,0,0,0,0,0,0,"33,95",0,0,"33,95",0,0,"2,91",[Record]
"33,95",2,1,"0,444",KG,"30,45","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-21T13:09:11.000Z,VENDA,Mesa 16,0,0,0,0,0,0,0,0,0,"33,95",0,0,"33,95",0,0,"2,91",[Record]
"33,99",1,1,"0,43",KG,"29,49","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:43:58.000Z,VENDA,Mesa 19,0,0,0,0,0,0,0,0,0,"33,99",0,0,"33,99",0,0,"3,34",1
"33,99",1,1,"0,43",KG,"29,49","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-21T13:44:27.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"33,99",0,0,"33,99",0,0,"3,34",[Record]
"33,99",2,1,1,UN,"4,5","4,5",CERVEJA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:43:58.000Z,VENDA,Mesa 19,0,0,0,0,0,0,0,0,0,"33,99",0,0,"33,99",0,0,"3,34",1
"33,99",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-21T13:44:27.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"33,99",0,0,"33,99",0,0,"3,34",[Record]
"34,02",1,1,"0,496",KG,"34,02","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-15T12:53:38.000Z,VENDA,Mesa 63,0,0,0,0,0,0,0,0,0,"34,02",0,0,"34,02",0,0,"1,43",1
"34,09",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T12:59:46.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"34,09",0,0,"34,09",0,0,"2,92",1
"34,09",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T12:40:15.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"27,09",0,0,"34,09",0,0,"3,3",1
"34,09",2,1,"0,344",KG,"23,59","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T12:40:15.000Z,VENDA,Mesa 5,0,0,0,0,0,0,0,0,0,"27,09",0,0,"34,09",0,0,"3,3",1
"34,09",2,1,"0,446",KG,"30,59","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-14T12:59:46.000Z,VENDA,Mesa 17,0,0,0,0,0,0,0,0,0,"34,09",0,0,"34,09",0,0,"2,92",1
"34,13",1,1,"0,432",KG,"29,63","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:09:17.000Z,VENDA,Mesa 57,0,0,0,0,0,0,0,0,0,"34,13",0,0,"34,13",0,0,"3,34",1
"34,13",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-09T13:09:17.000Z,VENDA,Mesa 57,0,0,0,0,0,0,0,0,0,"34,13",0,0,"34,13",0,0,"3,34",1
"34,15",1,1,"0,498",KG,"34,16","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T23:20:26.000Z,VENDA,Mesa 73,0,0,0,0,0,0,0,0,0,"34,16",0,0,"34,16",0,0,"1,43",1
"34,16",1,1,"0,498",KG,"34,16","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T21:08:31.000Z,VENDA,Mesa 57,0,0,0,0,0,0,0,0,0,"34,16",0,0,"34,16",0,0,"1,43",1
"34,17",1,1,"0,426",KG,"29,22","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T12:42:37.000Z,VENDA,Mesa 55,0,0,0,0,0,0,0,0,0,"34,17",0,0,"34,17",0,0,"3,54",[Record]
"34,17",1,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:35:11.000Z,VENDA,Mesa 16,0,0,0,0,0,0,0,0,0,"34,17",0,0,"34,17",0,0,"2,79",1
"34,17",2,1,"0,386",KG,"26,47","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:35:11.000Z,VENDA,Mesa 16,0,0,0,0,0,0,0,0,0,"34,17",0,0,"34,17",0,0,"2,79",1
"34,17",2,1,1,UN,"4,95","4,95",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-22T12:42:37.000Z,VENDA,Mesa 55,0,0,0,0,0,0,0,0,0,"34,17",0,0,"34,17",0,0,"3,54",[Record]
"34,17",3,1,1,UN,"3,2","3,2",DOCINHOS,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:35:11.000Z,VENDA,Mesa 16,0,0,0,0,0,0,0,0,0,"34,17",0,0,"34,17",0,0,"2,79",1
"34,22",1,1,2,UN,12,6,CERVEJA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:00:00.000Z,VENDA,Mesa 6,0,0,0,0,0,0,0,0,0,"34,22",0,0,"34,22",0,0,"6,54",[Record]
"34,22",2,1,"0,324",KG,"22,22","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:00:00.000Z,VENDA,Mesa 6,0,0,0,0,0,0,0,0,0,"34,22",0,0,"34,22",0,0,"6,54",[Record]
"34,23",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T13:20:33.000Z,VENDA,Mesa 35,0,0,0,0,0,0,0,0,0,"34,23",0,0,"34,23",0,0,"2,92",1
"34,23",1,1,1,UN,"3,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T13:31:28.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"34,23",0,0,"34,23",0,0,"2,92",1
"34,23",2,1,"0,448",KG,"30,73","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-12T13:20:33.000Z,VENDA,Mesa 35,0,0,0,0,0,0,0,0,0,"34,23",0,0,"34,23",0,0,"2,92",1
"34,23",2,1,"0,448",KG,"30,73","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T13:31:28.000Z,VENDA,Mesa 60,0,0,0,0,0,0,0,0,0,"34,23",0,0,"34,23",0,0,"2,92",1
"34,27",1,1,"0,434",KG,"29,77","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:56:10.000Z,VENDA,Mesa 21,0,0,0,0,0,0,0,0,0,"34,27",0,0,"34,27",0,0,"3,35",1
"34,27",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T12:56:10.000Z,VENDA,Mesa 21,0,0,0,0,0,0,0,0,0,"34,27",0,0,"34,27",0,0,"3,35",1
"34,29",1,1,"0,5",KG,"34,3","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-18T12:43:40.000Z,VENDA,Mesa 30,0,0,0,0,0,0,0,0,0,"34,3",0,0,"34,3",0,0,"1,44",1
"34,37",1,1,3,UN,"10,5","3,5",AGUA,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T14:02:02.000Z,VENDA,Mesa 42,0,0,0,0,0,0,0,0,0,"27,37",0,0,"34,37",0,0,"3,3",[Record]
"34,37",2,1,"0,348",KG,"23,87","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T14:02:02.000Z,VENDA,Mesa 42,0,0,0,0,0,0,0,0,0,"27,37",0,0,"34,37",0,0,"3,3",[Record]
"34,4",1,1,"0,436",KG,"29,9","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T13:28:01.000Z,VENDA,Mesa 84,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",1,1,"0,436",KG,"29,9","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T21:36:11.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",1,1,"0,436",KG,"29,9","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T13:06:16.000Z,VENDA,Mesa 18,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",1,1,"0,436",KG,"29,9","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-15T12:54:14.000Z,VENDA,Mesa 64,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",1,1,"0,436",KG,"29,9","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:49:34.000Z,VENDA,Mesa 28,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"1,45",1
"34,4",1,1,"0,436",KG,"29,9","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:52:55.000Z,VENDA,Mesa 44,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T13:28:01.000Z,VENDA,Mesa 84,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T21:36:11.000Z,VENDA,Mesa 70,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T13:06:16.000Z,VENDA,Mesa 18,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-15T12:54:14.000Z,VENDA,Mesa 64,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:52:55.000Z,VENDA,Mesa 44,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"3,36",1
"34,4",2,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-16T12:49:34.000Z,VENDA,Mesa 28,0,0,0,0,0,0,0,0,0,"34,4",0,0,"34,4",0,0,"1,45",1
"34,43",1,1,"0,502",KG,"34,43","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-06T20:55:12.000Z,VENDA,Mesa 46,0,0,0,0,0,0,0,0,0,"34,43",0,0,"34,43",0,0,"1,45",1
"34,49",1,1,"0,306",KG,"20,99","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:39:33.000Z,VENDA,Mesa 71,0,0,0,0,0,0,0,0,0,"25,49",0,0,"34,49",0,0,"4,03",[Record]
"34,49",2,1,3,UN,"13,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-20T13:39:33.000Z,VENDA,Mesa 71,0,0,0,0,0,0,0,0,0,"25,49",0,0,"34,49",0,0,"4,03",[Record]
"34,54",1,1,"0,438",KG,"30,04","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T13:16:04.000Z,VENDA,Mesa 58,0,0,0,0,0,0,0,0,0,"34,54",0,0,"34,54",0,0,"3,36",1
"34,54",1,1,1,UN,"4,5","4,5",SUCO,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T14:05:09.000Z,VENDA,Mesa 97,0,0,0,0,0,0,0,0,0,"34,54",0,0,"34,54",0,0,"1,45",1
"34,54",2,1,"0,438",KG,"30,04","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-08T14:05:09.000Z,VENDA,Mesa 97,0,0,0,0,0,0,0,0,0,"34,54",0,0,"34,54",0,0,"1,45",1
"34,54",2,1,1,UN,"4,5","4,5",REFRIGERANTE,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-05T13:16:04.000Z,VENDA,Mesa 58,0,0,0,0,0,0,0,0,0,"34,54",0,0,"34,54",0,0,"3,36",1
"34,56",1,1,"0,5",KG,"34,56","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-11T13:05:42.000Z,VENDA,Mesa 11,0,0,0,0,0,0,0,0,0,"23,04",0,0,"34,56",0,0,"1,46",1
"34,56",1,1,"0,5",KG,"34,56","68,6",BUFFET,01.234.567/0001-89,1-650-933-4902,CA,"",650 Castro St. unit 210,Mountain View,United States,TOTVS Labs,2016-01-15T12:46:30.000Z,VENDA,Mesa 15,0,0,0,0,0,0,0,0,0,"23,04",0,0,"34,56",0,0,"1,46",1
